"Text","Sentiment"
"i also  became a poet and for one year lived in a paradise of my own creation   i imagined that i also might obtain a niche in the temple where the  names of homer and shakespeare are consecrated","1.0"
"you are well  acquainted with my failure and how heavily i bore the disappointment","0.0"
"but just at that time i inherited the fortune of my cousin, and my  thoughts were turned into the channel of their earlier bent","0.0"
"six years have passed since i resolved on my present undertaking","1.0"
"i  can, even now, remember the hour from which i dedicated myself to this  great enterprise","1.0"
"i commenced by inuring my body to hardship","1.0"
"i  accompanied the whale fishers on several expeditions to the north sea   i voluntarily endured cold, famine, thirst, and want of sleep  i often  worked harder than the common sailors during the day and devoted my  nights to the study of mathematics, the theory of medicine, and those  branches of physical science from which a naval adventurer might derive  the greatest practical advantage","1.0"
"twice i actually hired myself as an  under mate in a greenland whaler, and acquitted myself to admiration","1.0"
"i  must own i felt a little proud when my captain offered me the second  dignity in the vessel and entreated me to remain with the greatest  earnestness, so valuable did he consider my services","0.0"
"and now, dear  margaret, do i not deserve to accomplish some great purpose","0.0"
"my life  might have been passed in ease and luxury, but i preferred glory to  every enticement that wealth placed in my path","0.0"
"oh, that some  encouraging voice would answer in the affirmative","1.0"
"my courage and my  resolution is firm  but my hopes fluctuate, and my spirits are often  depressed","1.0"
"i am about to proceed on a long and difficult voyage, the  emergencies of which will demand all my fortitude   i am required not  only to raise the spirits of others, but sometimes to sustain my own,  when theirs are failing","0.0"
"this is the most favourable period for travelling in russia","1.0"
"they fly  quickly over the snow in their sledges  the motion is pleasant, and, in  my opinion, far more agreeable than that of an english stagecoach","1.0"
"the  cold is not excessive, if you are wrapped in furs  a dress which i have  already adopted, for there is a great difference between walking the  deck and remaining seated motionless for hours, when no exercise  prevents the blood from actually freezing in your veins","0.0"
"i have no  ambition to lose my life on the post road between st","0.0"
"petersburgh and  archangel","1.0"
"i shall depart for the latter town in a fortnight or three  weeks  and my intention is to hire a ship there, which can easily be  done by paying the insurance for the owner, and to engage as many  sailors as i think necessary among those who are accustomed to the  whale fishing","1.0"
"i do not intend to sail until the month of june  and  when shall i return","0.0"
"ah, dear sister, how can i answer this question","0.0"
"if i succeed, many, many months, perhaps years, will pass before you  and i may meet","0.0"
"if i fail, you will see me again soon, or never","0.0"
"farewell, my dear, excellent margaret","0.0"
"heaven shower down blessings on  you, and save me, that i may again and again testify my gratitude for  all your love and kindness","1.0"
"your affectionate brother,    r","1.0"
"walton        letter 2      archangel, 28th march, 17      to mrs","0.0"
"saville, england    how slowly the time passes here, encompassed as i am by frost and snow","1.0"
"yet a second step is taken towards my enterprise","0.0"
"i have hired a  vessel and am occupied in collecting my sailors  those whom i have  already engaged appear to be men on whom i can depend and are certainly  possessed of dauntless courage","0.0"
"but i have one want which i have never yet been able to satisfy, and  the absence of the object of which i now feel as a most severe evil, i  have no friend, margaret   when i am glowing with the enthusiasm of  success, there will be none to participate my joy  if i am assailed by  disappointment, no one will endeavour to sustain me in dejection","0.0"
"i  shall commit my thoughts to paper, it is true  but that is a poor  medium for the communication of feeling","0.0"
"i desire the company of a man  who could sympathize with me, whose eyes would reply to mine","1.0"
"you may  deem me romantic, my dear sister, but i bitterly feel the want of a  friend","0.0"
"i have no one near me, gentle yet courageous, possessed of a  cultivated as well as of a capacious mind, whose tastes are like my  own, to approve or amend my plans","1.0"
"how would such a friend repair the  faults of your poor brother","1.0"
"i am too ardent in execution and too  impatient of difficulties","0.0"
"but it is a still greater evil to me that i  am self educated   for the first fourteen years of my life i ran wild  on a common and read nothing but our uncle thomas' books of voyages","1.0"
"at  that age i became acquainted with the celebrated poets of our own  country  but it was only when it had ceased to be in my power to derive  its most important benefits from such a conviction that i perceived the  necessity of becoming acquainted with more languages than that of my  native country","0.0"
"now i am twenty eight and am in reality more  illiterate than many schoolboys of fifteen","1.0"
"it is true that i have  thought more and that my daydreams are more extended and magnificent,  but they want (as the painters call it) keeping  and i greatly need a  friend who would have sense enough not to despise me as romantic, and  affection enough for me to endeavour to regulate my mind","1.0"
"well, these  are useless complaints  i shall certainly find no friend on the wide  ocean, nor even here in archangel, among merchants and seamen","0.0"
"yet  some feelings, unallied to the dross of human nature, beat even in  these rugged bosoms","1.0"
"my lieutenant, for instance, is a man of  wonderful courage and enterprise  he is madly desirous of glory, or  rather, to word my phrase more characteristically, of advancement in  his profession","1.0"
"he is an englishman, and in the midst of national and  professional prejudices, unsoftened by cultivation, retains some of the  noblest endowments of humanity","1.0"
"i first became acquainted with him on  board a whale vessel  finding that he was unemployed in this city, i  easily engaged him to assist in my enterprise","1.0"
"the master is a person  of an excellent disposition and is remarkable in the ship for his  gentleness and the mildness of his discipline","1.0"
"this circumstance,  added to his well known integrity and dauntless courage, made me very  desirous to engage him","1.0"
"a youth passed in solitude, my best years  spent under your gentle and feminine fosterage, has so refined the  groundwork of my character that i cannot overcome an intense distaste  to the usual brutality exercised on board ship   i have never believed  it to be necessary, and when i heard of a mariner equally noted for his  kindliness of heart and the respect and obedience paid to him by his  crew, i felt myself peculiarly fortunate in being able to secure his  services","1.0"
"i heard of him first in rather a romantic manner, from a  lady who owes to him the happiness of her life","1.0"
"this, briefly, is his  story","0.0"
"some years ago he loved a young russian lady of moderate  fortune, and having amassed a considerable sum in prize money, the  father of the girl consented to the match","1.0"
"he saw his mistress once  before the destined ceremony  but she was bathed in tears, and throwing  herself at his feet, entreated him to spare her, confessing at the same  time that she loved another, but that he was poor, and that her father  would never consent to the union","0.0"
"my generous friend reassured the  suppliant, and on being informed of the name of her lover, instantly  abandoned his pursuit","0.0"
"he had already bought a farm with his money, on  which he had designed to pass the remainder of his life  but he  bestowed the whole on his rival, together with the remains of his  prize money to purchase stock, and then himself solicited the young  woman's father to consent to her marriage with her lover","0.0"
"but the old  man decidedly refused, thinking himself bound in honour to my friend,  who, when he found the father inexorable, quitted his country, nor  returned until he heard that his former mistress was married according  to her inclinations","0.0"
"what a noble fellow","1.0"
"you will exclaim","1.0"
"he is  so  but then he is wholly uneducated   he is as silent as a turk, and a  kind of ignorant carelessness attends him, which, while it renders his  conduct the more astonishing, detracts from the interest and sympathy  which otherwise he would command","1.0"
"yet do not suppose, because i complain a little or because i can  conceive a consolation for my toils which i may never know, that i am  wavering in my resolutions","1.0"
"those are as fixed as fate, and my voyage  is only now delayed until the weather shall permit my embarkation","1.0"
"the  winter has been dreadfully severe, but the spring promises well, and it  is considered as a remarkably early season, so that perhaps i may sail  sooner than i expected","1.0"
"i shall do nothing rashly   you know me  sufficiently to confide in my prudence and considerateness whenever the  safety of others is committed to my care","0.0"
"i cannot describe to you my sensations on the near prospect of my  undertaking","1.0"
"it is impossible to communicate to you a conception of  the trembling sensation, half pleasurable and half fearful, with which  i am preparing to depart","1.0"
"i am going to unexplored regions, to  the  land of mist and snow,  but i shall kill no albatross  therefore do not  be alarmed for my safety or if i should come back to you as worn and  woeful as the  ancient mariner","0.0"
"you will smile at my allusion, but i  will disclose a secret","1.0"
"i have often attributed my attachment to, my  passionate enthusiasm for, the dangerous mysteries of ocean to that  production of the most imaginative of modern poets","1.0"
"there is something  at work in my soul which i do not understand","0.0"
"i am practically  industrious  painstaking, a workman to execute with perseverance and  labour  but besides this there is a love for the marvellous, a belief  in the marvellous, intertwined in all my projects, which hurries me out  of the common pathways of men, even to the wild sea and unvisited  regions i am about to explore","1.0"
"but to return to dearer considerations","1.0"
"shall i meet you again, after having traversed immense seas, and  returned by the most southern cape of africa or america","1.0"
"i dare not  expect such success, yet i cannot bear to look on the reverse of the  picture","1.0"
"continue for the present to write to me by every opportunity   i may receive your letters on some occasions when i need them most to  support my spirits","0.0"
"i love you very tenderly","1.0"
"remember me with  affection, should you never hear from me again","1.0"
"your affectionate brother,    robert walton        letter 3        july 7th, 17      to mrs","0.0"
"saville, england    my dear sister,    i write a few lines in haste to say that i am safe  and well advanced  on my voyage","1.0"
"this letter will reach england by a merchantman now on  its homeward voyage from archangel  more fortunate than i, who may not  see my native land, perhaps, for many years","1.0"
"i am, however, in good  spirits   my men are bold and apparently firm of purpose, nor do the  floating sheets of ice that continually pass us, indicating the dangers  of the region towards which we are advancing, appear to dismay them","0.0"
"we  have already reached a very high latitude  but it is the height of  summer, and although not so warm as in england, the southern gales,  which blow us speedily towards those shores which i so ardently desire  to attain, breathe a degree of renovating warmth which i had not  expected","1.0"
"no incidents have hitherto befallen us that would make a figure in a  letter","1.0"
"one or two stiff gales and the springing of a leak are  accidents which experienced navigators scarcely remember to record, and  i shall be well content if nothing worse happen to us during our voyage","0.0"
"adieu, my dear margaret","0.0"
"be assured that for my own sake, as well as  yours, i will not rashly encounter danger","1.0"
"i will be cool,  persevering, and prudent","1.0"
"but success shall crown my endeavours","0.0"
"wherefore not","0.0"
"thus far i have  gone, tracing a secure way over the pathless seas, the very stars  themselves being witnesses and testimonies of my triumph","1.0"
"why not  still proceed over the untamed yet obedient element","1.0"
"what can stop the  determined heart and resolved will of man","1.0"
"my swelling heart involuntarily pours itself out thus","1.0"
"but i must  finish","1.0"
"heaven bless my beloved sister","1.0"
"r","0.0"
"w","0.0"
"letter 4        august 5th, 17      to mrs","0.0"
"saville, england    so strange an accident has happened to us that i cannot forbear  recording it, although it is very probable that you will see me before  these papers can come into your possession","1.0"
"last monday (july 31st) we were nearly surrounded by ice, which closed  in the ship on all sides, scarcely leaving her the sea room in which  she floated","0.0"
"our situation was somewhat dangerous, especially as we  were compassed round by a very thick fog","1.0"
"we accordingly lay to,  hoping that some change would take place in the atmosphere and weather","0.0"
"about two o'clock the mist cleared away, and we beheld, stretched out  in every direction, vast and irregular plains of ice, which seemed to  have no end","1.0"
"some of my comrades groaned, and my own mind began to  grow watchful with anxious thoughts, when a strange sight suddenly  attracted our attention and diverted our solicitude from our own  situation","1.0"
"we perceived a low carriage, fixed on a sledge and drawn by  dogs, pass on towards the north, at the distance of half a mile  a  being which had the shape of a man, but apparently of gigantic stature,  sat in the sledge and guided the dogs","0.0"
"we watched the rapid progress  of the traveller with our telescopes until he was lost among the  distant inequalities of the ice","1.0"
"this appearance excited our  unqualified wonder","1.0"
"we were, as we believed, many hundred miles from  any land  but this apparition seemed to denote that it was not, in  reality, so distant as we had supposed","0.0"
"shut in, however, by ice, it  was impossible to follow his track, which we had observed with the  greatest attention","1.0"
"about two hours after this occurrence we heard the  ground sea, and before night the ice broke and freed our ship","1.0"
"we,  however, lay to until the morning, fearing to encounter in the dark  those large loose masses which float about after the breaking up of the  ice","1.0"
"i profited of this time to rest for a few hours","0.0"
"in the morning, however, as soon as it was light, i went upon deck and  found all the sailors busy on one side of the vessel, apparently  talking to someone in the sea","0.0"
"it was, in fact, a sledge, like that we  had seen before, which had drifted towards us in the night on a large  fragment of ice","0.0"
"only one dog remained alive  but there was a human  being within it whom the sailors were persuading to enter the vessel","1.0"
"he was not, as the other traveller seemed to be, a savage inhabitant of  some undiscovered island, but a european","1.0"
"when i appeared on deck the  master said,  here is our captain, and he will not allow you to perish  on the open sea","1.0"
"on perceiving me, the stranger addressed me in english, although with a  foreign accent","1.0"
"before i come on board your vessel,  said he,  will  you have the kindness to inform me whither you are bound","1.0"
"you may conceive my astonishment on hearing such a question addressed  to me from a man on the brink of destruction and to whom i should have  supposed that my vessel would have been a resource which he would not  have exchanged for the most precious wealth the earth can afford","0.0"
"i  replied, however, that we were on a voyage of discovery towards the  northern pole","1.0"
"upon hearing this he appeared satisfied and consented to come on board","1.0"
"good god","0.0"
"margaret, if you had seen the man who thus capitulated for  his safety, your surprise would have been boundless","1.0"
"his limbs were  nearly frozen, and his body dreadfully emaciated by fatigue and  suffering","1.0"
"i never saw a man in so wretched a condition","0.0"
"we attempted  to carry him into the cabin, but as soon as he had quitted the fresh  air he fainted","1.0"
"we accordingly brought him back to the deck and  restored him to animation by rubbing him with brandy and forcing him to  swallow a small quantity","1.0"
"as soon as he showed signs of life we  wrapped him up in blankets and placed him near the chimney of the  kitchen stove","1.0"
"by slow degrees he recovered and ate a little soup,  which restored him wonderfully","1.0"
"two days passed in this manner before he was able to speak, and i often  feared that his sufferings had deprived him of understanding","1.0"
"when he  had in some measure recovered, i removed him to my own cabin and  attended on him as much as my duty would permit","1.0"
"i never saw a more  interesting creature   his eyes have generally an expression of  wildness, and even madness, but there are moments when, if anyone  performs an act of kindness towards him or does him any the most  trifling service, his whole countenance is lighted up, as it were, with  a beam of benevolence and sweetness that i never saw equalled","0.0"
"but he  is generally melancholy and despairing, and sometimes he gnashes his  teeth, as if impatient of the weight of woes that oppresses him","1.0"
"when my guest was a little recovered i had great trouble to keep off  the men, who wished to ask him a thousand questions  but i would not  allow him to be tormented by their idle curiosity, in a state of body  and mind whose restoration evidently depended upon entire repose","1.0"
"once, however, the lieutenant asked why he had come so far upon the ice  in so strange a vehicle","0.0"
"his countenance instantly assumed an aspect of the deepest gloom, and  he replied,  to seek one who fled from me","1.0"
"and did the man whom you pursued travel in the same fashion","1.0"
"yes","0.0"
"then i fancy we have seen him, for the day before we picked you up we  saw some dogs drawing a sledge, with a man in it, across the ice","0.0"
"this aroused the stranger's attention, and he asked a multitude of  questions concerning the route which the demon, as he called him, had  pursued","1.0"
"soon after, when he was alone with me, he said,  i have,  doubtless, excited your curiosity, as well as that of these good  people  but you are too considerate to make inquiries","0.0"
"certainly  it would indeed be very impertinent and inhuman in me to  trouble you with any inquisitiveness of mine","1.0"
"and yet you rescued me from a strange and perilous situation  you have  benevolently restored me to life","1.0"
"soon after this he inquired if i thought that the breaking up of the  ice had destroyed the other sledge","1.0"
"i replied that i could not answer  with any degree of certainty, for the ice had not broken until near  midnight, and the traveller might have arrived at a place of safety  before that time  but of this i could not judge","0.0"
"from this time a new  spirit of life animated the decaying frame of the stranger","1.0"
"he  manifested the greatest eagerness to be upon deck to watch for the  sledge which had before appeared  but i have persuaded him to remain in  the cabin, for he is far too weak to sustain the rawness of the  atmosphere","0.0"
"i have promised that someone should watch for him and give  him instant notice if any new object should appear in sight","1.0"
"such is my journal of what relates to this strange occurrence up to the  present day","1.0"
"the stranger has gradually improved in health but is very  silent and appears uneasy when anyone except myself enters his cabin","0.0"
"yet his manners are so conciliating and gentle that the sailors are all  interested in him, although they have had very little communication  with him","1.0"
"for my own part, i begin to love him as a brother, and his  constant and deep grief fills me with sympathy and compassion","0.0"
"he must  have been a noble creature in his better days, being even now in wreck  so attractive and amiable","1.0"
"i said in one of my letters, my dear  margaret, that i should find no friend on the wide ocean  yet i have  found a man who, before his spirit had been broken by misery, i should  have been happy to have possessed as the brother of my heart","0.0"
"i shall continue my journal concerning the stranger at intervals,  should i have any fresh incidents to record","1.0"
"august 13th, 17      my affection for my guest increases every day","0.0"
"he excites at once my  admiration and my pity to an astonishing degree","1.0"
"how can i see so  noble a creature destroyed by misery without feeling the most poignant  grief","1.0"
"he is so gentle, yet so wise  his mind is so cultivated, and  when he speaks, although his words are culled with the choicest art,  yet they flow with rapidity and unparalleled eloquence","1.0"
"he is now much  recovered from his illness and is continually on the deck, apparently  watching for the sledge that preceded his own","1.0"
"yet, although unhappy,  he is not so utterly occupied by his own misery but that he interests  himself deeply in the projects of others","0.0"
"he has frequently conversed  with me on mine, which i have communicated to him without disguise","0.0"
"he  entered attentively into all my arguments in favour of my eventual  success and into every minute detail of the measures i had taken to  secure it","0.0"
"i was easily led by the sympathy which he evinced to use  the language of my heart, to give utterance to the burning ardour of my  soul and to say, with all the fervour that warmed me, how gladly i  would sacrifice my fortune, my existence, my every hope, to the  furtherance of my enterprise","1.0"
"one man's life or death were but a small  price to pay for the acquirement of the knowledge which i sought, for  the dominion i should acquire and transmit over the elemental foes of  our race","1.0"
"as i spoke, a dark gloom spread over my listener's  countenance","1.0"
"at first i perceived that he tried to suppress his  emotion  he placed his hands before his eyes, and my voice quivered and  failed me as i beheld tears trickle fast from between his fingers  a  groan burst from his heaving breast","1.0"
"i paused  at length he spoke, in  broken accents    unhappy man","0.0"
"do you share my madness","1.0"
"have you  drunk also of the intoxicating draught","1.0"
"hear me  let me reveal my  tale, and you will dash the cup from your lips","1.0"
"such words, you may imagine, strongly excited my curiosity  but the  paroxysm of grief that had seized the stranger overcame his weakened  powers, and many hours of repose and tranquil conversation were  necessary to restore his composure","0.0"
"having conquered the violence of  his feelings, he appeared to despise himself for being the slave of  passion  and quelling the dark tyranny of despair, he led me again to  converse concerning myself personally","0.0"
"he asked me the history of my  earlier years","0.0"
"the tale was quickly told, but it awakened various  trains of reflection","0.0"
"i spoke of my desire of finding a friend, of my  thirst for a more intimate sympathy with a fellow mind than had ever  fallen to my lot, and expressed my conviction that a man could boast of  little happiness who did not enjoy this blessing","1.0"
"i agree with you,   replied the stranger   we are unfashioned creatures, but half made up,  if one wiser, better, dearer than ourselves  such a friend ought to  be  do not lend his aid to perfectionate our weak and faulty natures","0.0"
"i  once had a friend, the most noble of human creatures, and am entitled,  therefore, to judge respecting friendship","1.0"
"you have hope, and the  world before you, and have no cause for despair","1.0"
"but i  i have lost  everything and cannot begin life anew","0.0"
"as he said this his countenance became expressive of a calm, settled  grief that touched me to the heart","0.0"
"but he was silent and presently  retired to his cabin","1.0"
"even broken in spirit as he is, no one can feel more deeply than he  does the beauties of nature","1.0"
"the starry sky, the sea, and every sight  afforded by these wonderful regions seem still to have the power of  elevating his soul from earth","1.0"
"such a man has a double existence   he  may suffer misery and be overwhelmed by disappointments, yet when he  has retired into himself, he will be like a celestial spirit that has a  halo around him, within whose circle no grief or folly ventures","1.0"
"will you smile at the enthusiasm i express concerning this divine  wanderer","1.0"
"you would not if you saw him","0.0"
"you have been tutored and  refined by books and retirement from the world, and you are therefore  somewhat fastidious  but this only renders you the more fit to  appreciate the extraordinary merits of this wonderful man","1.0"
"sometimes i  have endeavoured to discover what quality it is which he possesses that  elevates him so immeasurably above any other person i ever knew","0.0"
"i  believe it to be an intuitive discernment, a quick but never failing  power of judgment, a penetration into the causes of things, unequalled  for clearness and precision  add to this a facility of expression and a  voice whose varied intonations are soul subduing music","1.0"
"august 19, 17      yesterday the stranger said to me,  you may easily perceive, captain  walton, that i have suffered great and unparalleled misfortunes","0.0"
"i had  determined at one time that the memory of these evils should die with  me, but you have won me to alter my determination","0.0"
"you seek for  knowledge and wisdom, as i once did  and i ardently hope that the  gratification of your wishes may not be a serpent to sting you, as mine  has been","1.0"
"i do not know that the relation of my disasters will be  useful to you  yet, when i reflect that you are pursuing the same  course, exposing yourself to the same dangers which have rendered me  what i am, i imagine that you may deduce an apt moral from my tale, one  that may direct you if you succeed in your undertaking and console you  in case of failure","1.0"
"prepare to hear of occurrences which are usually  deemed marvellous","1.0"
"were we among the tamer scenes of nature i might  fear to encounter your unbelief, perhaps your ridicule  but many things  will appear possible in these wild and mysterious regions which would  provoke the laughter of those unacquainted with the ever varied powers  of nature  nor can i doubt but that my tale conveys in its series  internal evidence of the truth of the events of which it is composed","1.0"
"you may easily imagine that i was much gratified by the offered  communication, yet i could not endure that he should renew his grief by  a recital of his misfortunes","1.0"
"i felt the greatest eagerness to hear  the promised narrative, partly from curiosity and partly from a strong  desire to ameliorate his fate if it were in my power","1.0"
"i expressed  these feelings in my answer","1.0"
"i thank you,  he replied,  for your sympathy, but it is useless  my  fate is nearly fulfilled","1.0"
"i wait but for one event, and then i shall  repose in peace","0.0"
"i understand your feeling,  continued he, perceiving  that i wished to interrupt him   but you are mistaken, my friend, if  thus you will allow me to name you  nothing can alter my destiny   listen to my history, and you will perceive how irrevocably it is  determined","0.0"
"he then told me that he would commence his narrative the next day when  i should be at leisure","0.0"
"this promise drew from me the warmest thanks","0.0"
"i have resolved every night, when i am not imperatively occupied by my  duties, to record, as nearly as possible in his own words, what he has  related during the day","1.0"
"if i should be engaged, i will at least make  notes","0.0"
"this manuscript will doubtless afford you the greatest  pleasure  but to me, who know him, and who hear it from his own  lips  with what interest and sympathy shall i read it in some future  day","1.0"
"even now, as i commence my task, his full toned voice swells in  my ears  his lustrous eyes dwell on me with all their melancholy  sweetness  i see his thin hand raised in animation, while the  lineaments of his face are irradiated by the soul within","0.0"
"strange and harrowing must be his story, frightful the storm which  embraced the gallant vessel on its course and wrecked it  thus","1.0"
"chapter 1    i am by birth a genevese, and my family is one of the most  distinguished of that republic","1.0"
"my ancestors had been for many years  counsellors and syndics, and my father had filled several public  situations with honour and reputation","0.0"
"he was respected by all who  knew him for his integrity and indefatigable attention to public  business","1.0"
"he passed his younger days perpetually occupied by the  affairs of his country  a variety of circumstances had prevented his  marrying early, nor was it until the decline of life that he became a  husband and the father of a family","0.0"
"as the circumstances of his marriage illustrate his character, i cannot  refrain from relating them","1.0"
"one of his most intimate friends was a  merchant who, from a flourishing state, fell, through numerous  mischances, into poverty","1.0"
"this man, whose name was beaufort, was of a  proud and unbending disposition and could not bear to live in poverty  and oblivion in the same country where he had formerly been  distinguished for his rank and magnificence","0.0"
"having paid his debts,  therefore, in the most honourable manner, he retreated with his  daughter to the town of lucerne, where he lived unknown and in  wretchedness","1.0"
"my father loved beaufort with the truest friendship and  was deeply grieved by his retreat in these unfortunate circumstances","1.0"
"he bitterly deplored the false pride which led his friend to a conduct  so little worthy of the affection that united them","1.0"
"he lost no time in  endeavouring to seek him out, with the hope of persuading him to begin  the world again through his credit and assistance","0.0"
"beaufort had taken effectual measures to conceal himself, and it was ten  months before my father discovered his abode","0.0"
"overjoyed at this  discovery, he hastened to the house, which was situated in a mean street  near the reuss","1.0"
"but when he entered, misery and despair alone welcomed  him","1.0"
"beaufort had saved but a very small sum of money from the wreck of  his fortunes, but it was sufficient to provide him with sustenance for  some months, and in the meantime he hoped to procure some respectable  employment in a merchant's house","0.0"
"the interval was, consequently, spent  in inaction  his grief only became more deep and rankling when he had  leisure for reflection, and at length it took so fast hold of his mind  that at the end of three months he lay on a bed of sickness, incapable  of any exertion","0.0"
"his daughter attended him with the greatest tenderness, but she saw  with despair that their little fund was rapidly decreasing and that  there was no other prospect of support","1.0"
"but caroline beaufort  possessed a mind of an uncommon mould, and her courage rose to support  her in her adversity","0.0"
"she procured plain work  she plaited straw and  by various means contrived to earn a pittance scarcely sufficient to  support life","0.0"
"several months passed in this manner","1.0"
"her father grew worse  her time  was more entirely occupied in attending him  her means of subsistence  decreased  and in the tenth month her father died in her arms, leaving  her an orphan and a beggar","0.0"
"this last blow overcame her, and she knelt  by beaufort's coffin weeping bitterly, when my father entered the  chamber","0.0"
"he came like a protecting spirit to the poor girl, who  committed herself to his care  and after the interment of his friend he  conducted her to geneva and placed her under the protection of a  relation","0.0"
"two years after this event caroline became his wife","0.0"
"there was a considerable difference between the ages of my parents, but  this circumstance seemed to unite them only closer in bonds of devoted  affection","1.0"
"there was a sense of justice in my father's upright mind  which rendered it necessary that he should approve highly to love  strongly","1.0"
"perhaps during former years he had suffered from the  late discovered unworthiness of one beloved and so was disposed to set  a greater value on tried worth","0.0"
"there was a show of gratitude and  worship in his attachment to my mother, differing wholly from the  doting fondness of age, for it was inspired by reverence for her  virtues and a desire to be the means of, in some degree, recompensing  her for the sorrows she had endured, but which gave inexpressible grace  to his behaviour to her","0.0"
"everything was made to yield to her wishes  and her convenience","1.0"
"he strove to shelter her, as a fair exotic is  sheltered by the gardener, from every rougher wind and to surround her  with all that could tend to excite pleasurable emotion in her soft and  benevolent mind","1.0"
"her health, and even the tranquillity of her hitherto  constant spirit, had been shaken by what she had gone through","1.0"
"during  the two years that had elapsed previous to their marriage my father had  gradually relinquished all his public functions  and immediately after  their union they sought the pleasant climate of italy, and the change  of scene and interest attendant on a tour through that land of wonders,  as a restorative for her weakened frame","1.0"
"from italy they visited germany and france","1.0"
"i, their eldest child, was  born at naples, and as an infant accompanied them in their rambles","1.0"
"i  remained for several years their only child","1.0"
"much as they were  attached to each other, they seemed to draw inexhaustible stores of  affection from a very mine of love to bestow them upon me","1.0"
"my mother's  tender caresses and my father's smile of benevolent pleasure while  regarding me are my first recollections","1.0"
"i was their plaything and  their idol, and something better  their child, the innocent and  helpless creature bestowed on them by heaven, whom to bring up to good,  and whose future lot it was in their hands to direct to happiness or  misery, according as they fulfilled their duties towards me","1.0"
"with this  deep consciousness of what they owed towards the being to which they  had given life, added to the active spirit of tenderness that animated  both, it may be imagined that while during every hour of my infant life  i received a lesson of patience, of charity, and of self control, i was  so guided by a silken cord that all seemed but one train of enjoyment  to me","1.0"
"for a long time i was their only care","0.0"
"my mother had much  desired to have a daughter, but i continued their single offspring","0.0"
"when i was about five years old, while making an excursion beyond the  frontiers of italy, they passed a week on the shores of the lake of  como","1.0"
"their benevolent disposition often made them enter the cottages  of the poor","1.0"
"this, to my mother, was more than a duty  it was a  necessity, a passion  remembering what she had suffered, and how she  had been relieved  for her to act in her turn the guardian angel to the  afflicted","0.0"
"during one of their walks a poor cot in the foldings of a  vale attracted their notice as being singularly disconsolate, while the  number of half clothed children gathered about it spoke of penury in  its worst shape","1.0"
"one day, when my father had gone by himself to milan,  my mother, accompanied by me, visited this abode","0.0"
"she found a peasant  and his wife, hard working, bent down by care and labour, distributing  a scanty meal to five hungry babes","1.0"
"among these there was one which  attracted my mother far above all the rest","0.0"
"she appeared of a  different stock","1.0"
