"Text","Sentiment"
"after his return he began to find his true field of activity in the  lecture hall, and delivered a number of addresses in boston and its  vicinity","0.0"
"while thus coming before the open public on the lecture  platform, he was all the time preparing the treatise which was to  embody all the quintessential elements of his philosophical doctrine","1.0"
"this was the essay  nature , which was published in 1836","1.0"
"by its  conception of external nature as an incarnation of the divine mind it  struck the fundamental principle of emerson's religious belief","0.0"
"the  essay had a very small circulation at first, though later it became  widely known","1.0"
"in the winter of 1836 emerson followed up his discourse on nature by a  course of twelve lectures on the  philosophy of history,  a  considerable portion of which eventually became embodied in his  essays","0.0"
"the next year (1837) was the year of the delivery of the  man  thinking, or the american scholar  address before the phi beta kappa  society at cambridge","0.0"
"this society, composed of the first twenty five men in each class  graduating from college, has annual meetings which have called forth  the best efforts of many distinguished scholars and thinkers","1.0"
"emerson's address was listened to with the most profound interest","1.0"
"it  declared a sort of intellectual independence for america","0.0"
"henceforth  we were to be emancipated from clogging foreign influences, and a  national literature was to expand under the fostering care of the  republic","1.0"
"these two discourses,  nature  and  the american scholar , strike the  keynote of emerson's philosophical, poetical, and moral teachings","1.0"
"in  fact he had, as every great teacher has, only a limited number of  principles and theories to teach","1.0"
"these principles of life can all be  enumerated in twenty words  self reliance, culture, intellectual and  moral independence, the divinity of nature and man, the necessity of  labor, and high ideals","1.0"
"emerson spent the latter part of his life in lecturing and in literary  work","1.0"
"his son, dr","1.0"
"edward emerson, gave an interesting account of how  these lectures were constructed","1.0"
"all through his life he kept a  journal","0.0"
"this book, he said, was his 'savings bank","1.0"
"the thoughts thus  received and garnered in his journals were indexed, and a great many  of them appeared in his published works","1.0"
"they were religiously set  down just as they came, in no order except chronological, but later  they were grouped, enlarged or pruned, illustrated, worked into a  lecture or discourse, and, after having in this capacity undergone  repeated testing and rearranging, were finally carefully sifted and  more rigidly pruned, and were printed as essays","0.0"
"besides his essays and lectures emerson left some poetry in which is  embodied those thoughts which were to him too deep for prose  expression","0.0"
"oliver wendell holmes in speaking of this says   emerson  wrote occasionally in verse from his school days until he had reached  the age which used to be known as the grand climacteric,  sixty three","1.0"
"","0.0"
"","0.0"
"","0.0"
"his poems are not and hardly can become popular  they  are not meant to be liked by the many, but to be dearly loved and  cherished by the few","1.0"
"","0.0"
"","0.0"
"","0.0"
"his occasional lawlessness in technical  construction, his somewhat fantastic expressions, his enigmatic  obscurities hardly detract from the pleasant surprise his verses so  often bring with them","1.0"
"","0.0"
"","0.0"
"","0.0"
"the poetic license which we allow in the  verse of emerson is more than excused by the noble spirit which makes  us forget its occasional blemishes, sometimes to be pleased with them  as characteristic of the writer","1.0"
"emerson was always a striking figure in the intellectual life of  america","1.0"
"his discourses were above all things inspiring","0.0"
"through them  many were induced to strive for a higher self culture","1.0"
"his influence  can be discerned in all the literary movements of the time","1.0"
"he was the  central figure of the so called transcendental school which was so  prominent fifty years ago, although he always rather held aloof from  any enthusiastic participation in the movement","1.0"
"emerson lived a quiet life in concord, massachusetts","1.0"
"he was a  first rate neighbor and one who always kept his fences up","0.0"
"he  traveled extensively on his lecturing tours, even going as far as  england","1.0"
"in  english traits  he has recorded his impressions of what  he saw of english life and manners","1.0"
"oliver wendell holmes has described him in this wise   his personal  appearance was that of the typical new englander of college bred  ancestry","1.0"
"tall, spare, slender, with sloping shoulders, slightly  stooping in his later years, with light hair and eyes, the scholar's  complexion, the prominent, somewhat arched nose which belongs to many  of the new england sub species, thin lips, suggestive of delicacy, but  having nothing like primness, still less of the rigidity which is  often noticeable in the generation succeeding next to that of the men  in their shirt sleeves, he would have been noticed anywhere as one  evidently a scholarly thinker astray from the alcove or the study,  which were his natural habitats","1.0"
"his voice was very sweet, and  penetrating without any loudness or mark of effort","1.0"
"his enunciation  was beautifully clear, but he often hesitated as if waiting for the  right word to present itself","1.0"
"his manner was very quiet, his smile was  pleasant, but he did not like explosive laughter any better than  hawthorne did","0.0"
"none who met him can fail to recall that serene and  kindly presence, in which there was mingled a certain spiritual  remoteness with the most benignant human welcome to all who were  privileged to enjoy his companionship","1.0"
"emerson died april 27, 1882, after a few days' illness from pneumonia","1.0"
"dr","1.0"
"garnett in his excellent biography says   seldom had 'the reaper  whose name is death' gathered such illustrious harvest as between  december 1880 and april 1882","0.0"
"in the first month of this period george  eliot passed away, in the ensuing february carlyle followed  in april  lord beaconsfield died, deplored by his party, nor unregretted by his  country  in february of the following year longfellow was carried to  the tomb  in april rossetti was laid to rest by the sea, and the  pavement of westminster abbey was disturbed to receive the dust of  darwin","1.0"
"and now emerson lay down in death beside the painter of man  and the searcher of nature, the english oriental statesman, the poet  of the plain man and the poet of the artist, and the prophet whose  name is indissolubly linked with his own","0.0"
"all these men passed into  eternity laden with the spoils of time, but of none of them could it  be said, as of emerson, that the most shining intellectual glory and  the most potent intellectual force of a continent had departed along  with him","1.0"
"critical opinions of emerson and his writings","1.0"
"matthew arnold, in an address on emerson delivered in boston, gave  an excellent estimate of the rank we should accord to him in the great  hierarchy of letters","1.0"
"some, perhaps, will think that arnold was  unappreciative and cold, but dispassionate readers will be inclined to  agree with his judgment of our great american","1.0"
"after a review of the poetical works of emerson the english critic  draws his conclusions as follows      i do not then place emerson among the great poets","0.0"
"but i go farther,  and say that i do not place him among the great writers, the great men  of letters","0.0"
"who are the great men of letters","0.0"
"they are men like  cicero, plato, bacon, pascal, swift, voltaire  writers with, in the  first place, a genius and instinct for style","1.0"
"","0.0"
"","0.0"
"","0.0"
"brilliant and  powerful passages in a man's writings do not prove his possession of  it","1.0"
"emerson has passages of noble and pathetic eloquence  he has  passages of shrewd and felicitous wit  he has crisp epigram  he has  passages of exquisitely touched observation of nature","1.0"
"yet he is not a  great writer","1.0"
"","0.0"
"","0.0"
"","0.0"
"carlyle formulates perfectly the defects of his  friend's poetic and literary productions when he says  'for me it is  too ethereal, speculative, theoretic  i will have all things condense  themselves, take shape and body, if they are to have my sympathy","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"not with the miltons and grays, not with the platos and spinozas,  not with the swifts and voltaires, not with the montaignes and  addisons, can we rank emerson","1.0"
"no man could see this clearer than  emerson himself","0.0"
"'alas, my friend,' he writes in reply to carlyle, who  had exhorted him to creative work,  'alas, my friend, i can do no such  gay thing as you say","0.0"
"i do not belong to the poets, but only to a low  department of literature,  the reporters  suburban men","0.0"
"he deprecated  his friend's praise  praise 'generous to a fault' he calls it  praise  'generous to the shaming of me,  cold, fastidious, ebbing person that  i am","1.0"
"after all this unfavorable criticism arnold begins to praise","0.0"
"quoting  passages from the essays, he adds      this is tonic indeed","1.0"
"and let no one object that it is too general   that more practical, positive direction is what we want","0.0"
"","0.0"
"","0.0"
"","0.0"
"yes,  truly, his insight is admirable  his truth is precious","1.0"
"yet the secret  of his effect is not even in these  it is in his temper","1.0"
"it is in the  hopeful, serene, beautiful temper wherewith these, in emerson, are  indissolubly united  in which they work and have their being","1.0"
"","0.0"
"","0.0"
"","0.0"
"one  can scarcely overrate the importance of holding fast to happiness and  hope","1.0"
"it gives to emerson's work an invaluable virtue","1.0"
"as wordsworth's  poetry is, in my judgment, the most important done in verse, in our  language, during the present century, so emerson's essays are, i  think, the most important work done in prose","1.0"
"","0.0"
"","0.0"
"","0.0"
"but by his conviction  that in the life of the spirit is happiness, and by his hope that this  life of the spirit will come more and more to be sanely understood,  and to prevail, and to work for happiness,  by this conviction and  hope emerson was great, and he will surely prove in the end to have  been right in them","1.0"
"","0.0"
"","0.0"
"","0.0"
"you cannot prize him too much, nor heed him too  diligently","0.0"
"herman grimm, a german critic of great influence in his own country,  did much to obtain a hearing for emerson's works in germany","1.0"
"at first  the germans could not understand the unusual english, the unaccustomed  turns of phrase which are so characteristic of emerson's style","0.0"
"macaulay gives them no difficulty  even carlyle is comprehended","1.0"
"but  in emerson's writings the broad turnpike is suddenly changed into a  hazardous sandy foot path","1.0"
"his thoughts and his style are american","1.0"
"he  is not writing for berlin, but for the people of massachusetts","0.0"
"","0.0"
"","0.0"
"","0.0"
"it  is an art to rise above what we have been taught","0.0"
"","0.0"
"","0.0"
"","0.0"
"all great men are  seen to possess this freedom","1.0"
"they derive their standard from their  own natures, and their observations on life are so natural and  spontaneous that it would seem as if the most illiterate person with a  scrap of common sense would have made the same","0.0"
"","0.0"
"","0.0"
"","0.0"
"we become wiser  with them, and know not how the difficult appears easy and the  involved plain","1.0"
"emerson possesses this noble manner of communicating himself","1.0"
"he  inspires me with courage and confidence","1.0"
"he has read and seen but  conceals the labor","1.0"
"i meet in his works plenty of familiar facts, but  he does not employ them to figure up anew the old worn out problems   each stands on a new spot and serves for new combinations","0.0"
"from  everything he sees the direct line issuing which connects it with the  focus of life","1.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"","0.0"
"emerson's theory is that of the 'sovereignty of the individual","1.0"
"to discover what a young man is good for, and to equip him for the  path he is to strike out in life, regardless of any other  consideration, is the great duty to which he calls attention","1.0"
"he makes  men self reliant","0.0"
"he reveals to the eyes of the idealist the  magnificent results of practical activity, and unfolds before the  realist the grandeur of the ideal world of thought","0.0"
"no man is to allow  himself, through prejudice, to make a mistake in choosing the task to  which he will devote his life","0.0"
"emerson's essays are, as it were,  printed sermons  all having this same text","0.0"
"","0.0"
"","0.0"
"","0.0"
"the wealth and harmony  of his language overpowered and entranced me anew","1.0"
"but even now i  cannot say wherein the secret of his influence lies","1.0"
"what he has  written is like life itself  the unbroken thread ever lengthened  through the addition of the small events which make up each day's  experience","1.0"
"froude in his famous  life of carlyle  gives an interesting description  of emerson's visit to the carlyles in scotland      the carlyles were sitting alone at dinner on a sunday afternoon at  the end of august when a dumfries carriage drove to the door, and  there stepped out of it a young american then unknown to fame, but  whose influence in his own country equals that of carlyle in ours, and  whose name stands connected with his wherever the english language is  spoken","1.0"
"emerson, the younger of the two, had just broken his unitarian  fetters, and was looking out around him like a young eagle longing for  light","1.0"
"he had read carlyle's articles and had discerned with the  instinct of genius that here was a voice speaking real and fiery  convictions, and no longer echoes and conventionalisms","1.0"
"he had come to  europe to study its social and spiritual phenomena  and to the young  emerson as to the old goethe, the most important of them appeared to  be carlyle","1.0"
"","0.0"
"","0.0"
"","0.0"
"the acquaintance then begun to their mutual pleasure  ripened into a deep friendship, which has remained unclouded in spite  of wide divergences of opinion throughout their working lives","1.0"
"carlyle wrote to his mother after emerson had left      our third happiness was the arrival of a certain young unknown friend  named emerson, from boston, in the united states, who turned aside so  far from his british, french, and italian travels to see me here","0.0"
"he  had an introduction from mill and a frenchman (baron d'eichthal's  nephew) whom john knew at rome","0.0"
"of course, we could do no other than  welcome him  the rather as he seemed to be one of the most lovable  creatures in himself we had ever looked on","0.0"
"he stayed till next day  with us, and talked and heard to his heart's content, and left us all  really sad to part with him","0.0"
"in 1841 carlyle wrote to john sterling a few words apropos of the  recent publication of emerson's essays in england      i love emerson's book, not for its detached opinions, not even for  the scheme of the general world he has framed for himself, or any  eminence of talent he has expressed that with, but simply because it  is his own book  because there is a tone of veracity, an unmistakable  air of its being  his , and a real utterance of a human soul, not a  mere echo of such","1.0"
"i consider it, in that sense, highly remarkable,  rare, very rare, in these days of ours","1.0"
"ach gott","1.0"
"it is frightful to  live among echoes","0.0"
"the few that read the book, i imagine, will get  benefit of it","0.0"
"to america, i sometimes say that emerson, such as he  is, seems to me like a kind of new era","1.0"
"john morley, the acute english critic, has made an analytic study of  emerson's style, which may reconcile the reader to some of its  exasperating peculiarities","1.0"
"one of the traits that every critic notes in emerson's writing is  that it is so abrupt, so sudden in its transitions, so discontinuous,  so inconsecutive","0.0"
"dislike of a sentence that drags made him  unconscious of the quality that french critics name  coulant","0.0"
"everything is thrown in just as it comes, and sometimes the pell mell  is enough to persuade us that pope did not exaggerate when he said  that no one qualification is so likely to make a good writer as the  power of rejecting his own thoughts","0.0"
"","0.0"
"","0.0"
"","0.0"
"apart from his difficult  staccato, emerson is not free from secondary faults","1.0"
"he uses words  that are not only odd, but vicious in construction  he is sometimes  oblique and he is often clumsy  and there is a visible feeling after  epigrams that do not always come","0.0"
"when people say that emerson's style  must be good and admirable because it fits his thought, they forget  that though it is well that a robe should fit, there is still  something to be said about its cut and fashion","1.0"
"","0.0"
"","0.0"
"","0.0"
"yet, as happens to  all fine minds, there came to emerson ways of expression deeply marked  with character","1.0"
"on every page there is set the strong stamp of  sincerity, and the attraction of a certain artlessness  the most  awkward sentence rings true  and there is often a pure and simple note  that touches us more than if it were the perfection of elaborated  melody","0.0"
"the uncouth procession of the periods discloses the travail of  the thought, and that, too, is a kind of eloquence","0.0"
"an honest reader  easily forgives the rude jolt or unexpected start when it shows a  thinker faithfully working his way along arduous and unworn tracks","1.0"
"even at the roughest, emerson often interjects a delightful cadence","1.0"
"as he says of landor, his sentences are cubes which will stand firm,  place them how or where you will","1.0"
"he criticised swedenborg for being  superfluously explanatory, and having an exaggerated feeling of the  ignorance of men","1.0"
"'men take truths of this nature,' said emerson,  'very fast ' and his own style does no doubt very boldly take this  capacity for granted in us","1.0"
"in 'choice and pith of diction,' again, of  which mr","1.0"
"lowell speaks, he hits the mark with a felicity that is  almost his own in this generation","1.0"
"he is terse, concentrated, and free  from the important blunder of mistaking intellectual dawdling for  meditation","1.0"
"nor in fine does his abruptness ever impede a true  urbanity","1.0"
"the accent is homely and the apparel plain, but his bearing  has a friendliness, a courtesy, a hospitable humanity, which goes  nearer to our hearts than either literary decoration or rhetorical  unction","1.0"
"that modest and lenient fellow feeling which gave such charm  to his companionship breathes in his gravest writing, and prevents us  from finding any page of it cold or hard or dry","1.0"
"e","0.0"
"p","0.0"
"whipple, the well known american critic, wrote soon after emerson's  death      but 'sweetness and light' are precious and inspiring only so far as  they express the essential sweetness of the disposition of the  thinker, and the essential illuminating power of his intelligence","1.0"
"emerson's greatness came from his character","0.0"
"sweetness and light  streamed from him because they were  in  him","1.0"
"in everything he  thought, wrote, and did, we feel the presence of a personality as  vigorous and brave as it was sweet, and the particular radical thought  he at any time expressed derived its power to animate and illuminate  other minds from the might of the manhood, which was felt to be within  and behind it","1.0"
"to 'sweetness and light' he therefore added the prime  quality of fearless manliness","1.0"
"if the force of emerson's character was thus inextricably blended  with the force of all his faculties of intellect and imagination, and  the refinement of all his sentiments, we have still to account for the  peculiarities of his genius, and to answer the question, why do we  instinctively apply the epithet 'emersonian' to every characteristic  passage in his writings","0.0"
"we are told that he was the last in a long  line of clergymen, his ancestors, and that the modern doctrine of  heredity accounts for the impressive emphasis he laid on the moral  sentiment  but that does not solve the puzzle why he unmistakably  differed in his nature and genius from all other emersons","1.0"
"an  imaginary genealogical chart of descent connecting him with confucius  or gautama would be more satisfactory","1.0"
"what distinguishes  the  emerson was his exceptional genius and  character, that something in him which separated him from all other  emersons, as it separated him from all other eminent men of letters,  and impressed every intelligent reader with the feeling that he was  not only 'original but aboriginal","1.0"
"some traits of his mind and  character may be traced back to his ancestors, but what doctrine of  heredity can give us the genesis of his genius","1.0"
"indeed, the safest  course to pursue is to quote his own words, and despairingly confess  that it is the nature of genius 'to spring, like the rainbow daughter  of wonder, from the invisible, to abolish the past, and refuse all  history","1.0"
"chronological list of emerson's principal works","1.0"
"nature                         1836  essays (first series)          1841  essays (second series)         1844  poems                          1847  miscellanies                   1849  representative men             1850  english traits                 1856  conduct of life                1860  society and solitude           1870  correspondence of thomas  carlyle and r","1.0"
"w","0.0"
"emerson       1883          the american scholar","0.0"
"this address was delivered at cambridge in 1837, before the       harvard chapter of the phi beta kappa society, a college       fraternity composed of the first twenty five men in each       graduating class","0.0"
"the society has annual meetings, which       have been the occasion for addresses from the most       distinguished scholars and thinkers of the day","1.0"
"mr","0.0"
"president and gentlemen,    i greet you on the recommencement of our literary year","1.0"
"our  anniversary is one of hope, and, perhaps, not enough of labor","1.0"
"we do  not meet for games of strength 1  or skill, for the recitation of  histories, tragedies, and odes, like the ancient greeks  for  parliaments of love and poesy, like the troubadours  2  nor for the  advancement of science, like our co temporaries in the british and  european capitals","1.0"
"thus far, our holiday has been simply a friendly  sign of the survival of the love of letters amongst a people too busy  to give to letters any more","0.0"
"as such it is precious as the sign of an  indestructible instinct","1.0"
"perhaps the time is already come when it  ought to be, and will be, something else  when the sluggard intellect  of this continent will look from under its iron lids and fill the  postponed expectation of the world with something better than the  exertions of mechanical skill","0.0"
"our day of dependence, our long  apprenticeship to the learning of other lands, draws to a close","1.0"
"the  millions that around us are rushing into life cannot always be fed on  the sere remains of foreign harvests","1.0"
"3  events, actions arise that  must be sung, that will sing themselves","1.0"
"who can doubt that poetry  will revive and lead in a new age, as the star in the constellation  harp, which now flames in our zenith, astronomers announce, shall one  day be the pole star 4  for a thousand years","1.0"
"in the light of this hope i accept the topic which not only usage but  the nature of our association seem to prescribe to this day,  the  american scholar","1.0"
"year by year we come up hither to read one  more chapter of his biography","0.0"
"let us inquire what new lights, new  events, and more days have thrown on his character, his duties, and  his hopes","1.0"
"it is one of those fables which out of an unknown antiquity convey an  unlooked for wisdom, that the gods, in the beginning, divided man into  men, that he might be more helpful to himself  just as the hand was  divided into fingers, the better to answer its end","1.0"
"5     the old fable covers a doctrine ever new and sublime  that there is  one man,  present to all particular men only partially, or through one  faculty  and that you must take the whole society to find the whole  man","0.0"
"man is not a farmer, or a professor, or an engineer, but he is  all","0.0"
"man is priest, and scholar, and statesman, and producer, and  soldier","1.0"
"in the  divided  or social state these functions are parceled  out to individuals, each of whom aims to do his stint 6  of the joint  work, whilst each other performs his","1.0"
"the fable implies that the  individual, to possess himself, must sometimes return from his own  labor to embrace all the other laborers","1.0"
"but, unfortunately, this  original unit, this fountain of power, has been so distributed to  multitudes, has been so minutely subdivided and peddled out, that it  is spilled into drops, and cannot be gathered","1.0"
"the state of society is  one in which the members have suffered amputation from the trunk and  strut about so many walking monsters,  a good finger, a neck, a  stomach, an elbow, but never a man","0.0"
"man is thus metamorphosed into a thing, into many things","1.0"
"the planter,  who is man sent out into the field to gather food, is seldom cheered  by any idea of the true dignity of his ministry","0.0"
"he sees his bushel  and his cart, and nothing beyond, and sinks into the farmer, instead  of man on the farm","1.0"
"the tradesman scarcely ever gives an ideal worth  to his work, but is ridden 7  by the routine of his craft, and the  soul is subject to dollars","0.0"
"the priest becomes a form  the attorney a  statute book  the mechanic a machine  the sailor a rope of the ship","1.0"
"in this distribution of functions the scholar is the delegated  intellect","1.0"
"in the right state he is  man thinking","0.0"
"in the degenerate  state, when the victim of society, he tends to become a mere thinker,  or, still worse, the parrot of other men's thinking","0.0"
"in this view of him, as man thinking, the whole theory of his office  is contained","1.0"
"him nature solicits with all her placid, all her  monitory pictures","1.0"
"8  him the past instructs","1.0"
"him the future invites","1.0"
"is not indeed every man a student, and do not all things exist for the  student's behoof","0.0"
"and, finally, is not the true scholar the only true  master","0.0"
"but as the old oracle said,  all things have two handles   beware of the wrong one","0.0"
"9  in life, too often, the scholar errs with  mankind and forfeits his privilege","0.0"
"let us see him in his school, and  consider him in reference to the main influences he receives","0.0"
"i","0.0"
"the first in time and the first in importance of the influences upon  the mind is that of nature","1.0"
"every day, the sun  10  and, after sunset,  night and her stars","0.0"
"ever the winds blow  ever the grass grows","0.0"
"every  day, men and women, conversing, beholding and beholden","1.0"
"11  the scholar  must needs stand wistful and admiring before this great spectacle","0.0"
"he  must settle its value in his mind","1.0"
"what is nature to him","1.0"
"there is never  a beginning, there is never an end, to the inexplicable continuity of  this web of god, but always circular power returning into itself","1.0"
"12   therein it resembles his own spirit, whose beginning, whose ending, he  never can find,  so entire, so boundless","1.0"
"far too as her splendors  shine, system on system shooting like rays, upward, downward, without  center, without circumference,  in the mass and in the particle, nature  hastens to render account of herself to the mind","1.0"
"classification begins","1.0"
"to the young mind everything is individual, stands by itself","0.0"
"by and by  it finds how to join two things and see in them one nature  then three,  then three thousand  and so, tyrannized over by its own unifying  instinct, it goes on tying things together, diminishing anomalies,  discovering roots running under ground whereby contrary and remote  things cohere and flower out from one stem","0.0"
"it presently learns that  since the dawn of history there has been a constant accumulation and  classifying of facts","1.0"
"but what is classification but the perceiving that  these objects are not chaotic, and are not foreign, but have a law which  is also a law of the human mind","1.0"
"the astronomer discovers that geometry,  a pure abstraction of the human mind, is the measure of planetary  motion","1.0"
"the chemist finds proportions and intelligible method throughout  matter  and science is nothing but the finding of analogy, identity, in  the most remote parts","1.0"
"the ambitious soul sits down before each  refractory fact  one after another reduces all strange constitutions,  all new powers, to their class and their law, and goes on forever to  animate the last fiber of organization, the outskirts of nature, by  insight","0.0"
"thus to him, to this school boy under the bending dome of day, is  suggested that he and it proceed from one root  one is leaf and one is  flower  relation, sympathy, stirring in every vein","1.0"
"and what is that  root","1.0"
"is not that the soul of his soul","1.0"
"a thought too bold","0.0"
"a dream  too wild","0.0"
"yet when this spiritual light shall have revealed the law of  more earthly natures,  when he has learned to worship the soul, and to  see that the natural philosophy that now is, is only the first  gropings of its gigantic hand,  he shall look forward to an  ever expanding knowledge as to a becoming creator","0.0"
"13  he shall see  that nature is the opposite of the soul, answering to it part for  part","1.0"
"one is seal and one is print","0.0"
"its beauty is the beauty of his  own mind","1.0"
"its laws are the laws of his own mind","1.0"
"nature then becomes  to him the measure of his attainments","0.0"
"so much of nature as he is  ignorant of, so much of his own mind does he not yet possess","1.0"
"and, in  fine, the ancient precept,  know thyself,  14  and the modern precept,   study nature,  become at last one maxim","1.0"
"ii","0.0"
"the next great influence into the spirit of the scholar is the  mind of the past,  in whatever form, whether of literature, of art, of  institutions, that mind is inscribed","1.0"
"books are the best type of the  influence of the past, and perhaps we shall get at the truth,  learn  the amount of this influence more conveniently,  by considering their  value alone","1.0"
"the theory of books is noble","0.0"
"the scholar of the first age received  into him the world around  brooded thereon  gave it the new  arrangement of his own mind, and uttered it again","1.0"
"it came into him  life  it went out from him truth","1.0"
"it came to him short lived actions   it went out from him immortal thoughts","1.0"
"it came to him business  it  went from him poetry","0.0"
"it was dead fact  now, it is quick thought","0.0"
"it  can stand, and it can go","1.0"
"it now endures, it now flies, it now  inspires","0.0"
"15  precisely in proportion to the depth of mind from which  it issued, so high does it soar, so long does it sing","1.0"
"or, i might say, it depends on how far the process had gone, of  transmuting life into truth","0.0"
"in proportion to the completeness of the  distillation, so will the purity and imperishableness of the product  be","1.0"
"but none is quite perfect","0.0"
"as no air pump can by any means make a  perfect vacuum, 16  so neither can any artist entirely exclude the  conventional, the local, the perishable from his book, or write a book  of pure thought, that shall be as efficient, in all respects, to a  remote posterity, as to contemporaries, or rather to the second age","1.0"
"each age, it is found, must write its own books  or rather, each  generation for the next succeeding","0.0"
"the books of an older period will  not fit this","0.0"
"yet hence arises a grave mischief","1.0"
"the sacredness which attaches to  the act of creation, the act of thought, is instantly transferred to  the record","1.0"
"the poet chanting was felt to be a divine man","0.0"
"henceforth  the chant is divine also","1.0"
"the writer was a just and wise spirit","1.0"
"henceforward it is settled the book is perfect  as love of the hero  corrupts into worship of his statue","1.0"
"instantly the book becomes  noxious","0.0"
"17  the guide is a tyrant","1.0"
"we sought a brother, and lo, a  governor","1.0"
"the sluggish and perverted mind of the multitude, always  slow to open to the incursions of reason, having once so opened,  having once received this book, stands upon it, and makes an outcry if  it is disparaged","1.0"
"colleges are built on it","0.0"
"books are written on it by  thinkers, not by man thinking, by men of talent, that is, who start  wrong, who set out from accepted dogmas, not from their own sight of  principles","1.0"
"meek young men grow up in libraries, believing it their  duty to accept the views which cicero, which locke, 18  which  bacon, 19  have given  forgetful that cicero, locke and bacon were  only young men in libraries when they wrote these books","0.0"
"hence, instead of man thinking, we have the bookworm","0.0"
"hence the  book learned class, who value books, as such  not as related to nature  and the human constitution, but as making a sort of third estate 20   with the world and soul","1.0"
"hence the restorers of readings, 21  the  emendators, 22  the bibliomaniacs 23  of all degrees","1.0"
"this is bad   this is worse than it seems","0.0"
"books are the best of things, well used  abused, among the worst","0.0"
"what  is the right use","1.0"
"what is the one end which all means go to effect","1.0"
"they are for nothing but to inspire","0.0"
"24  i had better never see a book  than to be warped by its attraction clean out of my own orbit, and  made a satellite instead of a system","0.0"
"the one thing in the world of  value is the active soul,  the soul, free, sovereign, active","1.0"
"this  every man is entitled to  this every man contains within him, although  in almost all men obstructed, and as yet unborn","1.0"
"the soul active sees  absolute truth and utters truth, or creates","1.0"
"in this action it is  genius  not the privilege of here and there a favorite, but the sound  estate of every man","0.0"
"25  in its essence it is progressive","0.0"
"the book,  the college, the school of art, the institution of any kind, stop with  some past utterance of genius","1.0"
