"INDEX","WORD","DEFINITION","X","Y"
"49","看","/to look after/to take care of/to watch/to guard/","4.9285393503855426","7.1473634233875041"
"50","真","/really/truly/indeed/real/true/genuine/","7.6413184100309834","3.7934765356684754"
"51","着","/(chess) move/trick/all right!/(dialect) to add/","3.259804412727842","0.28121412717744881"
"52","事","/matter/thing/item/work/affair/CL:件[jian4],樁|桩[zhuang1],回[hui2]/","9.698063471954665","1.0028973376283181"
"53","这个","/this/this one/","-1.6171981720428565","6.6240385095529524"
"54","怎么","/how?/what?/why?/","-9.9658034695324513","6.347535657151675"
"55","现在","/now/at present/at the moment/modern/current/nowadays/","1.778075791614889","0.45304088790631197"
"56","可以","/can/may/possible/able to/not bad/pretty good/","-5.4486035590702748","10.15989510073755"
"57","点","/point/dot/drop/speck/o'clock/point (in space or time)/to draw a dot/to check on a list/to choose/to order (food in a restaurant)/to touch briefly/to hint/to light/to ignite/to pour a liquid drop by drop/(old) one fifth of a two-hour watch 更[geng1]/dot stroke in Chinese characters/classifier for items/","4.0251288729201082","3.1128774875434759"
"58","呢","/particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?"")/particle for inquiring about location (""Where is ...?"")/particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?"")/(at the end of a declarative sentence) particle indicating continuation of a state or action/particle indicating strong affirmation/","-4.4769929528313259","5.1059298275154363"
"59","如果","/if/in case/in the event that/","-3.5416744609843311","8.8488982137793553"
"60","只","/only/merely/just/but/","-5.1655777773335032","10.454952510852104"
"61","别","/surname Bie/","1.0056109467090628","9.0506528080784783"
"62","哦","/to chant/","-8.1032934099280229","3.6221946292148002"
"63","但","/but/yet/however/only/merely/still/","-3.8080560018037435","9.0097043445581111"
"64","被","/quilt/by/(indicates passive-voice clauses)/(literary) to cover/to meet with/","-3.0527685876207316","9.9637267441532433"
"65","走","/to walk/to go/to run/to move (of vehicle)/to visit/to leave/to go away/to die (euph.)/from/through/away (in compound verbs, such as 撤走[che4 zou3])/to change (shape, form, meaning)/","4.3354404304042804","7.9064808800546871"
"66","太","/highest/greatest/too (much)/very/extremely/","7.465115290559142","6.4637568092804285"
"67","这样","/this kind of/so/this way/like this/such/","1.5942157670536261","0.39615489345552896"
"68","里","/variant of 裡|里[li3]/","8.3519816519083712","4.8493978318743096"
"69","跟","/heel/to follow closely/to go with/to marry sb (of woman)/with/towards/as (compared to)/from (different from)/and (in addition to)/","-2.3211641334556665","8.9456495530273585"
"70","告诉","/to tell/to inform/to let know/","-4.9134982761588013","-0.64880113875459633"
"71","因为","/because/owing to/on account of/","-3.1175383926827198","8.4382422142441929"
"72","自己","/oneself/one's own/","2.3611507642046345","-0.17691826003011962"
"73","再","/again/once more/re-/second/another/then (after sth, and not until then)/","-5.3300721634624946","10.382569627303914"
"74","听","/smile (archaic)/","1.2629824138678727","5.2362011581971144"
"75","这里","/variant of 這裡|这里[zhe4 li3]/","1.9733943794774658","0.29488691619516549"
"76","快","/rapid/quick/speed/rate/soon/almost/to make haste/clever/sharp (of knives or wits)/forthright/plainspoken/gratified/pleased/pleasant/","5.5155789513117384","4.8797666167546616"
"77","谁","/who/also pr. [shui2]/","-8.772682177790136","5.1159915848523534"
"78","但是","/but/however/","-4.0036871918346009","8.6363762265811239"
"79","多","/many/much/often/a lot of/numerous/more/in excess/how (to what extent)/multi-/Taiwan pr. [duo2] when it means ""how""/","8.1396633577221689","6.7196756584439541"
"80","用","/to use/to employ/to have to/to eat or drink/expense or outlay/usefulness/hence/therefore/","5.3893843289298999","7.1107169668834578"
"81","时候","/time/length of time/moment/period/","-9.4985963646682539","-8.7359171321659677"
"82","下","/down/downwards/below/lower/later/next (week etc)/second (of two parts)/to decline/to go down/to arrive at (a decision, conclusion etc)/measure word to show the frequency of an action/","3.7361600359133189","0.81162254380705579"
"83","已经","/already/","-5.8001499898417839","9.5006743123410118"
"84","谢谢","/to thank/thanks/thank you/","-9.8001681742906719","3.6814923061702429"
"85","为什么","/why?/for what reason?/","-6.4958603746936969","6.5862939347097553"
"86","觉得","/to think/to feel/","-6.7334441029840342","6.0165070234751461"
"87","天","/day/sky/heaven/","7.5591044528923401","3.396975849268812"
"88","像","/to resemble/to be like/to look as if/such as/appearance/image/portrait/image under a mapping (math.)/","5.0480044936345934","6.6549622394909571"
"89","这么","/so much/this much/how much?/this way/like this/","-8.9469461819558429","6.521765007114702"
"90","它","/it/","2.3982991867378094","-0.10574341401740162"
"91","从","/surname Cong/","-2.2386227110747412","8.7666877318778731"
"92","先生","/Mister (Mr.)/","3.4397647722073512","-3.235052958089617"
"93","找","/to try to find/to look for/to call on sb/to find/to seek/to return/to give change/","3.7833086819409294","7.7961509386502525"
"94","最","/variant of 最[zui4]/","-7.8474963722913236","10.062076231508046"
"95","喜欢","/to like/to be fond of/","-11.754252223010324","-1.9542866206842802"
"96","可","/can/may/able to/to approve/to permit/to suit/(particle used for emphasis) certainly/very/","-5.198548742506798","10.518551680979973"
"97","为","/as (in the capacity of)/to take sth as/to act as/to serve as/to behave as/to become/to be/to do/by (in the passive voice)/","-2.3902752530348854","9.1134614097299345"
"98","大","/big/huge/large/major/great/wide/deep/older (than)/oldest/eldest/greatly/very much/(dialect) father/father's elder or younger brother/","7.7420461025608862","5.6524463702995131"
"99","可能","/might (happen)/possible/probable/possibility/probability/maybe/perhaps/CL:個|个[ge4]/","1.0388889651618847","0.96940027008173602"
"100","需要","/to need/to want/to demand/to require/requirement/need/","0.46313204894557358","1.1809535852939523"
"101","是的","/yes, that's right/variant of 似的[shi4 de5]/","-8.4671386431630893","3.5648272177908678"
"102","死","/to die/impassable/uncrossable/inflexible/rigid/extremely/damned/","2.9264448528859965","7.4282274954956327"
"103","次","/next in sequence/second/the second (day, time etc)/secondary/vice-/sub-/infra-/inferior quality/substandard/order/sequence/hypo- (chemistry)/classifier for enumerated events: time/","7.3922513034884361","-0.6187583539775362"
"104","出","/to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to happen/classifier for dramas, plays, operas etc/","5.539305560498887","7.1767032013519341"
"105","那么","/like that/in that way/or so/so/so very much/about/in that case/","-5.9907354974610998","7.0618276213769064"
"106","干","/old variant of 乾|干[gan1]/","7.246995863274865","5.0001349395002705"
"107","那个","/that one/also pr. [nei4 ge5]/","-1.7378232909110711","6.5366329231978906"
"108","嘿","/hey/","-8.2137074728161767","3.6855808761299804"
"109","们","/plural marker for pronouns, and nouns referring to individuals/","-8.9548893116602848","6.9326314361876813"
"110","话","/dialect/language/spoken words/speech/talk/words/conversation/what sb said/CL:種|种[zhong3],席[xi2],句[ju4],口[kou3],番[fan1]/","-4.2774235632075968","-10.467822840764848"
"111","而","/and/as well as/and so/but (not)/yet (not)/(indicates causal relation)/(indicates change of state)/(indicates contrast)/","-3.5851063605307991","9.3096491997278843"
"112","么","/exclamatory final particle/","-4.3483697193135846","5.0574058372839694"
"113","东西","/east and west/","-6.4649298535946773","-2.2677497283950516"
"114","应该","/ought to/should/must/","-5.9797659448717875","9.2180278181866697"
"115","孩子","/child/","1.4845613025801838","-2.7931465472249131"
"116","起来","/to stand up/to get up/","-6.2719077899229108","0.05092936723510242"
"117","所以","/therefore/as a result/so/the reason why/","7.4362804874979105","-3.0384817768709214"
"118","这些","/these/","-1.598792033848913","6.600236689508999"
"119","才","/ability/talent/sb of a certain type/a capable individual/only/only then/just now/","-5.3262962590232537","10.327687422898725"
"120","两","/two/both/some/a few/tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)/","7.954031455589937","7.9749921739916365"
"121","错","/surname Cuo/","2.2523640428402945","4.7003549635600335"
"122","还有","/furthermore/in addition/still/also/","-2.9841158404409014","7.9738514377458749"
"123","又","/(once) again/also/both... and.../and yet/(used for emphasis) anyway/","-5.2498655325582408","10.325759619988359"
"124","小","/small/tiny/few/young/","7.7404353726627964","5.3522664169428795"
"125","中","/China/Chinese/surname Zhong/","3.9351081228431832","0.67577662979588216"
"126","叫","/to shout/to call/to order/to ask/to be called/by (indicates agent in the passive mood)/","3.9017566868840059","7.2406852134704813"
"127","嗯","/(a groaning sound)/","-8.2241545620645944","3.5960643214906596"
"128","该","/should/ought to/probably/must be/to deserve/to owe/to be sb's turn to do sth/that/the above-mentioned/","-1.5864474149459513","6.6969796098760277"
"129","等","/class/rank/grade/equal to/same as/to wait for/to await/et cetera/and so on/et al. (and other authors)/after/as soon as/once/","3.0283420733718294","0.88697459534144718"
"130","问题","/question/problem/issue/topic/CL:個|个[ge4]/","-0.49347457409227691","-9.0539377278832429"
"131","一起","/in the same place/together/with/altogether (in total)/","-3.3789905573707961","5.0040164109894523"
"132","拿","/old variant of 拿[na2]/","8.9294449250069583","5.5598118561219536"
"133","更","/to change or replace/to experience/one of the five two hour periods into which the night was formerly divided/watch (e.g. of a sentry or guard)/","-5.4564512480693406","10.255852222871438"
"134","开始","/to begin/beginning/to start/initial/CL:個|个[ge4]/","-2.0738260717451387","-2.1214117421088852"
"135","帮","/old variant of 幫|帮[bang1]/","0.4738274351750339","5.0167041832152339"
"136","打","/dozen (loanword)/","4.6629850973730864","8.7851684220003001"
"137","爱","/to love/affection/to be fond of/to like/","3.9296977527504469","3.8609870877077981"
"138","带","/band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise/","2.7982359791983304","5.3794019593788907"
"139","时间","/time/period/CL:段[duan4]/","-0.71673538951364768","-10.038819872570707"
"140","年","/surname Nian/","-3.8955655270463661","0.48494187582821557"
"141","请","/to ask/to invite/please (do sth)/to treat (to a meal etc)/to request/","-1.1087026186716431","8.2026806968079313"
"142","回","/to circle/to go back/to turn around/to answer/to return/to revolve/Hui ethnic group (Chinese Muslims)/time/classifier for acts of a play/section or chapter (of a classic book)/","5.4059284704671766","7.8964405714869814"
"143","工作","/to work/(of a machine) to operate/job/work/task/CL:個|个[ge4],份[fen4],項|项[xiang4]/","3.0936164823505159","-6.9623049018292829"
"144","然后","/after/then (afterwards)/after that/afterwards/","-5.2670358344406836","7.9475056869134582"
"145","当","/(onom.) dong/ding dong (bell)/","-1.8272135602717456","8.6066407495213824"
"146","见","/to see/to meet/to appear (to be sth)/to interview/","2.4186698818888139","5.8755635364092704"
"147","钱","/surname Qian/","4.4016792575955161","4.7086521938332755"
"148","噢","/Oh!/","-8.3641709842270338","3.6171302555244256"
"149","一样","/same/like/equal to/the same as/just like/","-6.5019504406416297","5.6704081603031264"
"150","事情","/affair/matter/thing/business/CL:件[jian4],樁|桩[zhuang1]/","1.2615658871504065","-6.8589331921485046"
"151","就是","/(emphasizes that sth is precisely or exactly as stated)/precisely/exactly/even/if/just like/in the same way as/","-5.3694469566692042","8.8547983288127945"
"152","吃","/to eat/to consume/to eat at (a cafeteria etc)/to eradicate/to destroy/to absorb/to suffer/to stammer (Taiwan pr. for this sense is [ji2])/","2.0050817442857105","8.7459037756915929"
"153","所有","/all/to have/to possess/to own/","7.2273936655892284","-3.9705778105890746"
"154","开","/to open/to start/to turn on/to boil/to write out (a prescription, check, invoice etc)/to operate (a vehicle)/carat (gold)/abbr. for Kelvin, 開爾文|开尔文[Kai1 er3 wen2]/abbr. for 開本|开本[kai1 ben3], book format/","2.8695565056857442","6.013470047502059"
"155","一下","/(used after a verb) give it a go/to do (sth for a bit to give it a try)/one time/once/in a while/all of a sudden/all at once/","-6.0138598156593055","0.1134850780053067"
"156","家","/see 傢伙|家伙[jia1 huo5]/","9.0492233627200527","2.298988996365233"
"157","非常","/unusual/extraordinary/extreme/very/exceptional/","-7.8112975580683441","9.8895571909761362"
"158","看到","No definition found.","-1.808074973612583","3.5605647836988927"
"159","希望","/to wish for/to desire/hope/CL:個|个[ge4]/","0.80217606014949616","1.0691974884150992"
"160","那些","/those/","-1.9099510264938149","6.4164172699330901"
"161","哪","/how/which/","-3.1298700988130741","5.9591931303072947"
"162","当然","/only natural/as it should be/certainly/of course/without doubt/","-5.9700861137882519","7.0976112047756477"
"163","也许","/perhaps/maybe/","-5.7794675823147488","7.4910389499836114"
"164","行","/a row/series/age order (of brothers)/profession/professional/relating to company/","6.1610607153976522","6.5846504593490263"
"165","朋友","/friend/CL:個|个[ge4],位[wei4]/","0.9787897335897261","-2.9383994921397596"
"166","妈妈","/mama/mommy/mother/CL:個|个[ge4],位[wei4]/","-9.8523812971311848","-4.0404203429192842"
"167","相信","/to be convinced (that sth is true)/to believe/to accept sth as true/","-2.7521418652622898","3.5868604583670378"
"168","前","/front/forward/ahead/first/top (followed by a number)/future/ago/before/BC (e.g. 前293年)/former/formerly/","3.8885490356571353","0.6858130239690009"
"169","嗨","/oh alas/hey!/hi! (loanword)/high (on drugs, or as 'in high spirits') (loanword)/","-8.3319153500561853","3.6449549928448723"
"170","认为","/to believe/to think/to consider/to feel/","-1.8716729860190586","-3.3620466945067964"
"171","将","/will/shall/to use/to take/to checkmate/just a short while ago/(introduces object of main verb, used in the same way as 把[ba3])/","-2.0987320887446135","8.757870268375191"
"172","这儿","/here/","-9.0225062465848804","4.3816150275263128"
"173","今天","/today/at the present/now/","1.8796839071539551","0.3927281885802153"
"174","明白","/clear/obvious/unequivocal/to understand/to realize/","-2.8270014833329458","2.8774628307552095"
"175","一直","/straight (in a straight line)/continuously/always/from the beginning of ... up to .../all along/","-5.4708934787938919","10.150147433064879"
"176","看看","/to take a look at/to examine/to survey/(coll.) pretty soon/","-3.2136895794758233","4.3280982473683904"
"177","车","/surname Che/","3.4005765996527173","3.4227117379245855"
"178","时","/old variant of 時|时[shi2]/","2.9401628366264232","0.70007215582171411"
"179","杀","/to kill/to murder/to fight/to weaken or reduce/to smart (dialect)/to counteract/(used after a verb) extremely/","0.79640209864634381","5.4741664464211865"
"180","地方","/region/regional (away from the central administration)/local/","5.1838319587215915","-5.7091007341296569"
"181","不过","/only/merely/no more than/but/however/anyway (to get back to a previous topic)/cannot be more (after adjectival)/","-5.2838088257776654","7.5094102229166131"
"182","呃","/(exclamation)/to hiccup/","-8.1883164452852863","3.5279560413201212"
"183","发生","/to happen/to occur/to take place/to break out/","-1.8070909386576921","-2.9690963076596377"
"184","几","/small table/","-2.8273833804187851","6.2587930248639214"
"185","回来","/to return/to come back/","-6.6991105058479485","0.21924648534060079"
"186","准备","/preparation/to prepare/to intend/to be about to/reserve (fund)/","-2.1843231630556779","-2.9270355876225724"
"187","找到","/to find/","-1.7187233043778798","3.8369779225840017"
"188","后","/surname Hou/","2.9718629259981926","0.72169577371121252"
"189","爸爸","/(informal) father/CL:個|个[ge4],位[wei4]/","1.3840855041236231","-2.5439742254992117"
"190","一切","/everything/every/all/","1.6622431186747018","-3.9113227821229279"
"191","抱歉","/to be sorry/to feel apologetic/sorry!/","-7.537390260343372","3.6223364723845406"
"192","比","/Belgium/Belgian/abbr. for 比利時|比利时[Bi3 li4 shi2]/","8.9114802817880978","5.5440525060801855"
"193","感觉","/to feel/to become aware of/feeling/sense/perception/CL:個|个[ge4]/","-2.7650481004028271","-4.4934889717778548"
"194","些","/some/few/several/measure word indicating a small amount or small number (greater than 1)/","7.0998002262506636","-1.2821085999148605"
"195","只是","/merely/simply/only/but/","-5.4124338253241042","8.9173170402282818"
"196","怎么样","/how?/how about?/how was it?/how are things?/","-10.065221055497954","3.2628958387075415"
"197","出来","/to come out/to appear/to arise/","-6.2816765982516829","0.087660658430438868"
"198","不要","/don't!/must not/","-6.9884135784238115","8.6214860728037088"
"199","对不起","/unworthy/to let down/I'm sorry/excuse me/pardon me/if you please/sorry? (please repeat)/","-10.111781253059988","3.1002457935613301"
"200","问","/to ask/","1.2493299554371937","5.4146955043057927"
"201","离开","/to depart/to leave/","-3.9595758688811791","-0.80112956535178648"
"202","一点","/a bit/a little/one dot/one point/","-0.91691607521565222","-10.483015057177965"
"203","一定","/surely/certainly/necessarily/fixed/a certain (extent etc)/given/particular/must/","0.85531148392816914","0.77909575138259723"
"204","起","/to rise/to raise/to get up/to set out/to start/to appear/to launch/to initiate (action)/to draft/to establish/to get (from a depot or counter)/verb suffix, to start/(before place or time) starting from/classifier for occurrences or unpredictable events: case, instance/classifier for groups: batch, group/","3.6846897300697896","0.866212221735705"
"205","还是","/or/still/nevertheless/had better/","-5.4432562404422606","9.0352898382270688"
"206","发现","/to find/to discover/","-1.9453556359695414","-3.5951043719239157"
"207","所","/actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive/CL:個|个[ge4]/","-4.6162131384400507","10.863665467419782"
"208","住","/to live/to dwell/to stay/to reside/to stop/(suffix indicating firmness, steadiness, or coming to a halt)/","3.9987249104356093","7.9139950388403095"
"209","件","/item/component/classifier for events, things, clothes etc/","6.9334147066247001","0.44346790695095883"
"210","正","/first month of the lunar year/","7.2493589479980853","7.0136429949371983"
"211","而且","/(not only ...) but also/moreover/in addition/furthermore/","-3.7824883629210055","9.1610424019346759"
"212","并","/and/furthermore/also/together with/(not) at all/simultaneously/to combine/to join/to merge/","-5.1963971094288324","9.929241916027042"
"213","必须","/to have to/must/compulsory/necessarily/","-6.2645717661288929","8.8246862614846862"
"214","意思","/idea/opinion/meaning/wish/desire/interest/fun/token of appreciation, affection etc/CL:個|个[ge4]/to give as a small token/to do sth as a gesture of goodwill etc/","1.3096436245319825","-7.2294691389367598"
"215","放","/to put/to place/to release/to free/to let go/to let out/to set off (fireworks)/","4.2235595478560777","7.9921011639392932"
"216","不错","/correct/right/not bad/pretty good/","-11.534510830276549","1.4385157027760864"
"217","肯定","/to be sure/to be certain/sure/certain/definite/to confirm/to affirm/affirmative/to approve/approval/recognition/","-2.7065172259612589","2.5598227255213368"
"218","电话","/telephone/CL:部[bu4]/phone call/CL:通[tong1]/phone number/","-7.8733103622710852","-5.0305444952128706"
"219","为了","/in order to/for the purpose of/so as to/","-9.5933388333891596","7.8407296245582696"
"220","搞","/to do/to make/to go in for/to set up/to get hold of/to take care of/","0.46402135125663252","8.1576389787435275"
"221","棒","/stick/club/cudgel/smart/capable/strong/wonderful/classifier for legs of a relay race/","6.0195010097424264","0.47612252886002993"
"222","第一","/first/number one/primary/","8.0761352712267449","8.0305848167050371"
"223","妈","/ma/mom/mother/","-9.6220648089487337","-3.2622789234018663"
"224","地","/-ly/structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct/","8.9955730209666882","1.3170393765664736"
"225","进","/to advance/to enter/to come (or go) into/to receive or admit/to eat or drink/to submit or present/(used after a verb) into, in/to score a goal/","2.4936091126215545","5.7392902563637822"
"226","那样","/that kind/that sort/","-6.6212746496273773","5.7713203186992059"
"227","大家","/everyone/influential family/great expert/","2.2409822952831524","-0.5496898736210466"
"228","新","/abbr. for Xinjiang 新疆[Xin1 jiang1] or Singapore 新加坡[Xin1 jia1 po1]/surname Xin/","7.7677387498650861","5.3742130506030525"
"229","您","/you (courteous, as opposed to informal 你[ni3])/","2.295726894531414","-0.40945506740833171"
"230","向","/surname Xiang/","-2.0567603954908655","9.1650801407831413"
"231","一些","/some/a few/a little/","7.4123903185153628","-4.1590964503786827"
"232","三","/surname San/","8.0194197658878448","7.8234199271965261"
"233","那里","/there/that place/also written 那裡|那里/","-8.5226394930956566","5.2033726745619484"
"234","以为","/to believe/to think/to consider/to be under the impression/","-6.5175533185360024","6.0243841454055529"
"235","高兴","/happy/glad/willing (to do sth)/in a cheerful mood/","-12.404480300919806","1.5821075600215986"
"236","嘛","/modal particle indicating that sth is obvious/particle indicating a pause for emphasis/","-4.3682400594421509","4.9774208490211462"
"237","老","/prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity/old (of people)/venerable (person)/experienced/of long standing/always/all the time/of the past/very/outdated/(of meat etc) tough/","7.6809844077463412","3.8017610263045407"
"238","位","/position/location/place/seat/classifier for people (honorific)/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)/","8.0128254192625121","0.4928051286279197"
"239","过来","/to come over/to manage/to handle/to be able to take care of/","-6.3969281562441456","0.12187422281309607"
"240","掉","/to fall/to drop/to lag behind/to lose/to go missing/to reduce/fall (in prices)/to lose (value, weight etc)/to wag/to swing/to turn/to change/to exchange/to swap/to show off/to shed (hair)/(used after certain verbs to express completion, fulfillment, removal etc)/","-0.61386906193004709","9.6283452139436498"
"241","先","/early/prior/former/in advance/first/","6.9254610612260308","6.9460777435429639"
"242","等等","/et cetera/and so on .../wait a minute!/hold on!/","-5.37980832787047","5.2556338099086899"
"243","生活","/life/activity/to live/livelihood/","3.8724143833195646","-6.6903579843898981"
"244","之","/(possessive particle, literary equivalent of 的[de5])/him/her/it/","3.5359312256636573","0.84048500551120764"
"245","买","/to buy/to purchase/","1.3374809149566249","9.5988098490634499"
"246","种","/seed/species/kind/type/classifier for types, kinds, sorts/","7.1568365802314258","-1.1704528072629208"
"247","医生","/doctor/CL:個|个[ge4],位[wei4],名[ming2]/","-7.5441663755338926","-6.4860504300673769"
"248","最后","/final/last/finally/ultimate/","1.3979985669405515","0.72387514207984993"
"249","之前","/before/prior to/ago/previously/beforehand/","-4.7078796183841183","5.5685130589006677"
"250","伙计","/partner/fellow/mate/waiter/servant/shop assistant/","-9.0262656014870952","-3.5544376560146302"
"251","手","/hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient/classifier for skill/CL:雙|双[shuang1],隻|只[zhi1]/","7.5494144028868035","2.2329559784421771"
"252","任何","/any/whatever/whichever/whatsoever/","7.4404962404255182","-3.9812317124411241"
"253","很多","No definition found.","7.3690092253710553","-4.1028180862578143"
"254","哪儿","/where?/wherever/anywhere/","-9.0424433790817069","4.1843019684451228"
"255","这种","/this/this kind of/this sort of/this type of/","-1.6247222720455579","6.6037405966128357"
"256","上帝","/God/","1.5644191140828312","-2.3363003659263177"
"257","女人","/woman/","1.7804624777752949","-2.6029697970330488"
"258","名字","/name (of a person or thing)/CL:個|个[ge4]/","2.0201339389275352","-7.5609153781131528"
"259","认识","/to know/to recognize/to be familiar with/to get acquainted with sb/knowledge/understanding/awareness/cognition/","-3.0231661767651827","-4.5064155006991866"
